-2.99 , 0.00378124
-2.98 , 0.00892388
-2.97 , 0.0135436
-2.96 , 0.0172433
-2.95 , 0.0195954
-2.94 , 0.0214861
-2.93 , 0.022397
-2.92 , 0.0226966
-2.91 , 0.0230039
-2.9 , 0.0231693
-2.89 , 0.0232932
-2.88 , 0.0233464
-2.87 , 0.023748
-2.86 , 0.0243435
-2.85 , 0.025091
-2.84 , 0.0261408
-2.83 , 0.0275542
-2.82 , 0.0291206
-2.81 , 0.030641
-2.8 , 0.0319436
-2.79 , 0.0340271
-2.78 , 0.0359204
-2.77 , 0.0373281
-2.76 , 0.0389139
-2.75 , 0.0406137
-2.74 , 0.0421097
-2.73 , 0.0428221
-2.72 , 0.04428
-2.71 , 0.045095
-2.7 , 0.0458808
-2.69 , 0.0468625
-2.68 , 0.0473475
-2.67 , 0.0476919
-2.66 , 0.0482197
-2.65 , 0.0478897
-2.64 , 0.0485747
-2.63 , 0.0486821
-2.62 , 0.0485413
-2.61 , 0.0490624
-2.6 , 0.0486586
-2.59 , 0.0494496
-2.58 , 0.0494482
-2.57 , 0.0498304
-2.56 , 0.0501574
-2.55 , 0.0508786
-2.54 , 0.0516309
-2.53 , 0.051903
-2.52 , 0.0530117
-2.51 , 0.053617
-2.5 , 0.0551044
-2.49 , 0.0555147
-2.48 , 0.0574309
-2.47 , 0.0582937
-2.46 , 0.0593819
-2.45 , 0.0607046
-2.44 , 0.0622791
-2.43 , 0.0630187
-2.42 , 0.064803
-2.41 , 0.0658805
-2.4 , 0.0671912
-2.39 , 0.0684356
-2.38 , 0.0698412
-2.37 , 0.0705472
-2.36 , 0.0720594
-2.35 , 0.0725583
-2.34 , 0.0739074
-2.33 , 0.0743178
-2.32 , 0.0752635
-2.31 , 0.0755836
-2.3 , 0.0766398
-2.29 , 0.0765006
-2.28 , 0.0776291
-2.27 , 0.0771908
-2.26 , 0.0783446
-2.25 , 0.0780318
-2.24 , 0.0788319
-2.23 , 0.0789207
-2.22 , 0.0790903
-2.21 , 0.0794433
-2.2 , 0.0795004
-2.19 , 0.0800247
-2.18 , 0.080172
-2.17 , 0.0807956
-2.16 , 0.0809969
-2.15 , 0.081492
-2.14 , 0.0819027
-2.13 , 0.0825717
-2.12 , 0.0828187
-2.11 , 0.0840579
-2.1 , 0.0847398
-2.09 , 0.0861014
-2.08 , 0.0869791
-2.07 , 0.0880573
-2.06 , 0.089239
-2.05 , 0.0903833
-2.04 , 0.0914695
-2.03 , 0.0929278
-2.02 , 0.093921
-2.01 , 0.0953553
-2 , 0.0964732
-1.99 , 0.0976649
-1.98 , 0.0991488
-1.97 , 0.100543
-1.96 , 0.102086
-1.95 , 0.10337
-1.94 , 0.104694
-1.93 , 0.106015
-1.92 , 0.10697
-1.91 , 0.108324
-1.9 , 0.108916
-1.89 , 0.110242
-1.88 , 0.110577
-1.87 , 0.111889
-1.86 , 0.112032
