-2.99 , 0.000371153
-2.98 , 0.00105007
-2.97 , 0.00191208
-2.96 , 0.00291519
-2.95 , 0.00400123
-2.94 , 0.00521295
-2.93 , 0.00647805
-2.92 , 0.00779718
-2.91 , 0.00919547
-2.9 , 0.0106395
-2.89 , 0.0121197
-2.88 , 0.0136185
-2.87 , 0.0151589
-2.86 , 0.0167219
-2.85 , 0.0182976
-2.84 , 0.019894
-2.83 , 0.0215135
-2.82 , 0.0231389
-2.81 , 0.0247549
-2.8 , 0.0263501
-2.79 , 0.0280055
-2.78 , 0.0296398
-2.77 , 0.0312331
-2.76 , 0.0328429
-2.75 , 0.0344603
-2.74 , 0.036059
-2.73 , 0.0375963
-2.72 , 0.0391941
-2.71 , 0.0407344
-2.7 , 0.0422725
-2.69 , 0.0438209
-2.68 , 0.0453171
-2.67 , 0.0467985
-2.66 , 0.0482789
-2.65 , 0.0496756
-2.64 , 0.0511435
-2.63 , 0.0525388
-2.62 , 0.0538977
-2.61 , 0.055281
-2.6 , 0.0565675
-2.59 , 0.057925
-2.58 , 0.0591828
-2.57 , 0.0604468
-2.56 , 0.0616692
-2.55 , 0.0628993
-2.54 , 0.0640897
-2.53 , 0.0652136
-2.52 , 0.066369
-2.51 , 0.0674512
-2.5 , 0.0685707
-2.49 , 0.0695725
-2.48 , 0.0706677
-2.47 , 0.0716398
-2.46 , 0.0726094
-2.45 , 0.0735638
-2.44 , 0.0745158
-2.43 , 0.0753698
-2.42 , 0.076292
-2.41 , 0.0771236
-2.4 , 0.0779647
-2.39 , 0.0787698
-2.38 , 0.079576
-2.37 , 0.0803028
-2.36 , 0.0810829
-2.35 , 0.0817564
-2.34 , 0.0824945
-2.33 , 0.0831295
-2.32 , 0.0838044
-2.31 , 0.0844065
-2.3 , 0.0850577
-2.29 , 0.0855994
-2.28 , 0.0862274
-2.27 , 0.0867183
-2.26 , 0.0873214
-2.25 , 0.0877927
-2.24 , 0.0883408
-2.23 , 0.0888165
-2.22 , 0.0892833
-2.21 , 0.0897538
-2.2 , 0.090178
-2.19 , 0.0906366
-2.18 , 0.0910351
-2.17 , 0.091474
-2.16 , 0.0918468
-2.15 , 0.0922448
-2.14 , 0.0926076
-2.13 , 0.0929878
-2.12 , 0.093315
-2.11 , 0.0937089
-2.1 , 0.0940529
-2.09 , 0.0944278
-2.08 , 0.0947694
-2.07 , 0.0950995
-2.06 , 0.0954491
-2.05 , 0.0957704
-2.04 , 0.0960989
-2.03 , 0.0964387
-2.02 , 0.0967513
-2.01 , 0.0970894
-2 , 0.0974089
-1.99 , 0.0977363
-1.98 , 0.0980881
-1.97 , 0.0984474
-1.96 , 0.0988129
-1.95 , 0.0991825
-1.94 , 0.0995474
-1.93 , 0.099944
-1.92 , 0.100304
-1.91 , 0.100731
-1.9 , 0.101093
-1.89 , 0.10155
-1.88 , 0.101929
-1.87 , 0.102419
-1.86 , 0.102825
-1.85 , 0.103332
-1.84 , 0.103819
-1.83 , 0.104336
-1.82 , 0.104861
-1.81 , 0.105413
-1.8 , 0.105978
-1.79 , 0.10656
-1.78 , 0.107181
-1.77 , 0.107773
-1.76 , 0.108445
-1.75 , 0.109093
-1.74 , 0.109822
-1.73 , 0.110494
-1.72 , 0.111284
-1.71 , 0.112022
-1.7 , 0.112879
-1.69 , 0.11368
-1.68 , 0.114577
-1.67 , 0.115461
-1.66 , 0.116388
-1.65 , 0.117343
-1.64 , 0.11832
-1.63 , 0.119351
-1.62 , 0.120386
-1.61 , 0.121488
-1.6 , 0.122593
-1.59 , 0.12376
-1.58 , 0.124911
-1.57 , 0.126177
-1.56 , 0.12741
-1.55 , 0.128747
-1.54 , 0.130069
-1.53 , 0.131476
-1.52 , 0.132888
-1.51 , 0.134336
-1.5 , 0.135862
-1.49 , 0.137386
-1.48 , 0.138996
-1.47 , 0.140604
-1.46 , 0.142287
-1.45 , 0.143979
-1.44 , 0.145748
-1.43 , 0.147515
-1.42 , 0.149376
-1.41 , 0.151238
-1.4 , 0.153172
-1.39 , 0.155116
-1.38 , 0.157186
-1.37 , 0.159195
-1.36 , 0.161368
-1.35 , 0.163447
-1.34 , 0.165676
-1.33 , 0.167877
-1.32 , 0.170165
-1.31 , 0.17249
-1.3 , 0.174831
-1.29 , 0.177284
-1.28 , 0.179687
-1.27 , 0.1822
-1.26 , 0.184674
-1.25 , 0.187344
-1.24 , 0.189859
-1.23 , 0.192612
-1.22 , 0.195251
-1.21 , 0.198041
-1.2 , 0.200762
-1.19 , 0.203626
-1.18 , 0.206491
-1.17 , 0.209354
-1.16 , 0.212338
-1.15 , 0.215211
-1.14 , 0.218299
-1.13 , 0.22122
-1.12 , 0.224397
-1.11 , 0.227399
-1.1 , 0.230654
-1.09 , 0.233719
-1.08 , 0.236992
-1.07 , 0.240184
-1.06 , 0.243467
-1.05 , 0.246755
-1.04 , 0.250038
-1.03 , 0.253489
-1.02 , 0.256742
-1.01 , 0.26047
-1 , 0.263436
-0.99 , 0.267947
-0.98 , 0.271426
-0.97 , 0.275098
-0.96 , 0.278217
-0.95 , 0.281497
-0.94 , 0.284286
-0.93 , 0.287171
-0.92 , 0.289651
-0.91 , 0.292174
-0.9 , 0.294352
-0.89 , 0.296521
-0.88 , 0.298451
-0.87 , 0.300199
-0.86 , 0.301932
-0.85 , 0.303378
-0.84 , 0.304868
-0.83 , 0.306038
-0.82 , 0.307269
-0.81 , 0.308186
-0.8 , 0.309194
-0.79 , 0.309914
-0.78 , 0.310622
